survived,pclass,sex,age,sibsp,parch,fare,embarked,embark_town,alone,deck_known,family_size,is_alone,fare_log,age_group
0,3,female,,0,0,8.1375,Q,Queenstown,True,0,1,1,2.212386825075897,
1,1,male,27.0,0,0,76.7292,C,Cherbourg,True,1,1,1,4.353230991152628,Young Adult
0,3,male,20.0,0,0,9.225,S,Southampton,True,0,1,1,2.3248357019288655,Young Adult
0,3,male,14.0,5,2,46.9,S,Southampton,False,0,8,0,3.8691155044168695,Teen
0,2,male,60.0,1,1,39.0,S,Southampton,False,0,3,0,3.6888794541139363,Adult
0,2,male,25.0,1,2,41.5792,C,Cherbourg,False,0,4,0,3.7513658711253766,Young Adult
0,3,male,14.0,4,1,39.6875,S,Southampton,False,0,6,0,3.705920919968788,Teen
0,3,male,19.0,0,0,10.1708,S,Southampton,True,0,1,1,2.4133032309283076,Young Adult
0,3,male,18.0,0,0,7.7958,S,Southampton,True,0,1,1,2.174274334826008,Teen
1,1,female,15.0,0,1,211.3375,S,Southampton,False,1,2,0,5.35817698994543,Teen
1,1,male,31.0,1,0,57.0,S,Southampton,False,1,2,0,4.060443010546419,Young Adult
1,3,female,4.0,0,1,13.4167,C,Cherbourg,False,0,2,0,2.668387256845834,Child
0,3,male,25.0,0,0,7.225,C,Cherbourg,True,0,1,1,2.1071782966514356,Young Adult
0,1,male,60.0,0,0,26.55,S,Southampton,True,0,1,1,3.3160025355989236,Adult
0,2,male,52.0,0,0,13.5,S,Southampton,True,0,1,1,2.6741486494265287,Adult
1,3,female,,0,0,7.7333,Q,Queenstown,True,0,1,1,2.167143305297764,
0,1,male,49.0,1,1,110.8833,C,Cherbourg,False,1,3,0,4.717456363787216,Adult
0,3,male,42.0,0,0,7.65,S,Southampton,True,1,1,1,2.157559320943788,Adult
1,1,female,18.0,1,0,227.525,C,Cherbourg,False,1,2,0,5.4316456135398825,Teen
1,1,male,35.0,0,0,26.2875,S,Southampton,True,1,1,1,3.3064287218760624,Young Adult
0,3,female,18.0,0,1,14.4542,C,Cherbourg,False,0,2,0,2.737880811060884,Teen
0,3,male,25.0,0,0,7.7417,Q,Queenstown,True,0,1,1,2.1681046787623672,Young Adult
0,3,male,26.0,1,0,7.8542,S,Southampton,False,0,2,0,2.180891922715322,Young Adult
0,2,male,39.0,0,0,26.0,S,Southampton,True,0,1,1,3.295836866004329,Adult
1,2,female,45.0,0,0,13.5,S,Southampton,True,0,1,1,2.6741486494265287,Adult
1,1,male,42.0,0,0,26.2875,S,Southampton,True,1,1,1,3.3064287218760624,Adult
1,1,female,22.0,0,0,151.55,S,Southampton,True,0,1,1,5.027492411162679,Young Adult
1,1,female,24.0,0,0,49.5042,C,Cherbourg,True,1,1,1,3.922056501139853,Young Adult
0,1,male,,0,0,26.55,S,Southampton,True,1,1,1,3.3160025355989236,
1,1,male,48.0,1,0,52.0,S,Southampton,False,1,2,0,3.970291913552122,Adult
0,3,male,29.0,0,0,9.4833,S,Southampton,True,0,1,1,2.3497835148230464,Young Adult
0,2,male,52.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Adult
0,3,male,19.0,0,0,7.65,S,Southampton,True,1,1,1,2.157559320943788,Young Adult
1,1,female,38.0,0,0,227.525,C,Cherbourg,True,1,1,1,5.4316456135398825,Adult
1,2,female,27.0,0,0,10.5,S,Southampton,True,1,1,1,2.4423470353692043,Young Adult
0,3,male,,0,0,15.5,Q,Queenstown,True,0,1,1,2.803360380906535,
0,3,male,33.0,0,0,7.775,S,Southampton,True,0,1,1,2.1719067693519296,Young Adult
1,2,female,6.0,0,1,33.0,S,Southampton,False,0,2,0,3.5263605246161616,Child
0,3,male,17.0,1,0,7.0542,S,Southampton,False,0,2,0,2.086193694502369,Teen
0,2,male,34.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Young Adult
0,2,male,50.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Adult
1,1,male,27.0,1,0,53.1,S,Southampton,False,1,2,0,3.9908341858524357,Young Adult
0,3,male,20.0,0,0,8.6625,S,Southampton,True,0,1,1,2.2682524139135403,Young Adult
1,2,female,30.0,3,0,21.0,S,Southampton,False,0,4,0,3.091042453358316,Young Adult
1,3,female,,0,0,7.7375,Q,Queenstown,True,0,1,1,2.1676241075599285,
0,2,male,25.0,1,0,26.0,S,Southampton,False,0,2,0,3.295836866004329,Young Adult
0,3,female,25.0,1,0,7.925,S,Southampton,False,0,2,0,2.188856327665703,Young Adult
1,1,female,29.0,0,0,211.3375,S,Southampton,True,1,1,1,5.35817698994543,Young Adult
0,3,male,11.0,0,0,18.7875,C,Cherbourg,True,0,1,1,2.9850504252071306,Child
0,3,male,28.5,0,0,16.1,S,Southampton,True,0,1,1,2.8390784635086144,Young Adult
0,3,female,48.0,1,3,34.375,S,Southampton,False,0,5,0,3.5660053559634015,Adult
1,1,male,35.0,0,0,512.3292,C,Cherbourg,True,1,1,1,6.240917354759096,Young Adult
1,1,male,,0,0,30.0,S,Southampton,True,1,1,1,3.4339872044851463,
0,1,male,36.0,1,0,78.85,S,Southampton,False,1,2,0,4.380149874661021,Adult
1,1,female,21.0,2,2,262.375,C,Cherbourg,False,1,5,0,5.5735788721243535,Young Adult
0,3,male,24.0,1,0,16.1,S,Southampton,False,0,2,0,2.8390784635086144,Young Adult
1,3,male,31.0,0,0,7.925,S,Southampton,True,0,1,1,2.188856327665703,Young Adult
0,1,male,70.0,1,1,71.0,S,Southampton,False,1,3,0,4.276666119016055,Senior
0,3,male,16.0,1,1,20.25,S,Southampton,False,0,3,0,3.056356895370426,Teen
1,2,female,30.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Young Adult
0,1,male,19.0,1,0,53.1,S,Southampton,False,1,2,0,3.9908341858524357,Young Adult
0,3,male,31.0,0,0,7.75,Q,Queenstown,True,0,1,1,2.169053700369523,Young Adult
1,2,female,4.0,1,1,23.0,S,Southampton,False,0,3,0,3.1780538303479458,Child
1,3,male,6.0,0,1,12.475,S,Southampton,False,1,2,0,2.600836116795061,Child
0,3,male,33.0,0,0,9.5,S,Southampton,True,0,1,1,2.3513752571634776,Young Adult
0,3,male,23.0,0,0,7.8958,S,Southampton,True,0,1,1,2.1855792552411137,Young Adult
1,2,female,48.0,1,2,65.0,S,Southampton,False,0,4,0,4.189654742026425,Adult
1,2,male,0.67,1,1,14.5,S,Southampton,False,0,3,0,2.740840023925201,Child
0,3,male,28.0,0,0,7.7958,S,Southampton,True,0,1,1,2.174274334826008,Young Adult
1,1,female,33.0,0,0,86.5,S,Southampton,True,1,1,1,4.471638793363569,Young Adult
0,3,male,41.0,0,0,7.125,S,Southampton,True,0,1,1,2.094945728215801,Adult
1,3,male,20.0,0,0,7.2292,C,Cherbourg,True,0,1,1,2.1076888046179385,Young Adult
1,1,female,36.0,1,2,120.0,S,Southampton,False,1,4,0,4.795790545596741,Adult
0,3,male,16.0,0,0,7.775,S,Southampton,True,0,1,1,2.1719067693519296,Teen
1,1,female,51.0,1,0,77.9583,S,Southampton,False,1,2,0,4.368919865004903,Adult
0,1,male,,0,0,39.6,C,Cherbourg,True,0,1,1,3.703768066607687,
0,3,female,30.5,0,0,7.75,Q,Queenstown,True,0,1,1,2.169053700369523,Young Adult
0,3,male,,1,0,24.15,Q,Queenstown,False,0,2,0,3.224857896545748,
0,3,male,32.0,0,0,8.3625,S,Southampton,True,0,1,1,2.236712348843338,Young Adult
0,3,male,24.0,0,0,9.5,S,Southampton,True,0,1,1,2.3513752571634776,Young Adult
0,3,male,48.0,0,0,7.8542,S,Southampton,True,0,1,1,2.180891922715322,Adult
0,2,female,57.0,0,0,10.5,S,Southampton,True,1,1,1,2.4423470353692043,Adult
1,2,female,54.0,1,3,23.0,S,Southampton,False,0,5,0,3.1780538303479458,Adult
0,3,male,18.0,0,0,7.75,S,Southampton,True,0,1,1,2.169053700369523,Teen
0,3,male,,0,0,7.75,Q,Queenstown,True,1,1,1,2.169053700369523,
1,3,female,5.0,0,0,12.475,S,Southampton,True,0,1,1,2.600836116795061,Child
0,3,male,,0,0,7.7375,Q,Queenstown,True,0,1,1,2.1676241075599285,
1,1,female,43.0,0,1,211.3375,S,Southampton,False,1,2,0,5.35817698994543,Adult
1,3,female,13.0,0,0,7.2292,C,Cherbourg,True,0,1,1,2.1076888046179385,Teen
1,1,female,17.0,1,0,57.0,S,Southampton,False,1,2,0,4.060443010546419,Teen
0,1,male,29.0,0,0,30.0,S,Southampton,True,1,1,1,3.4339872044851463,Young Adult
0,3,male,,1,2,23.45,S,Southampton,False,0,4,0,3.196630215920881,
0,3,male,25.0,0,0,7.05,S,Southampton,True,0,1,1,2.0856720914304723,Young Adult
0,3,male,25.0,0,0,7.25,S,Southampton,True,0,1,1,2.1102132003465894,Young Adult
1,3,female,18.0,0,0,7.4958,S,Southampton,True,0,1,1,2.139571923732859,Teen
0,3,male,8.0,4,1,29.125,Q,Queenstown,False,0,6,0,3.405355391810819,Child
1,3,male,1.0,1,2,20.575,S,Southampton,False,0,4,0,3.0715352369694915,Child
0,1,male,46.0,0,0,79.2,C,Cherbourg,True,1,1,1,4.384523514872469,Adult
0,2,male,16.0,0,0,26.0,S,Southampton,True,0,1,1,3.295836866004329,Teen
0,1,male,,0,0,30.6958,C,Cherbourg,True,0,1,1,3.4561841799918147,
0,3,male,25.0,0,0,7.8958,S,Southampton,True,0,1,1,2.1855792552411137,Young Adult
0,2,male,39.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Adult
1,1,female,49.0,0,0,25.9292,S,Southampton,True,1,1,1,3.2932111997353943,Adult
1,3,female,31.0,0,0,8.6833,S,Southampton,True,0,1,1,2.270402752283094,Young Adult
0,3,male,30.0,0,0,7.2292,C,Cherbourg,True,0,1,1,2.1076888046179385,Young Adult
0,3,female,30.0,1,1,24.15,S,Southampton,False,0,3,0,3.224857896545748,Young Adult
1,2,female,31.0,1,1,26.25,S,Southampton,False,0,3,0,3.305053521109253,Young Adult
1,1,male,11.0,1,2,120.0,S,Southampton,False,1,4,0,4.795790545596741,Child
1,3,male,0.42,0,1,8.5167,C,Cherbourg,False,0,2,0,2.2530481500547457,Child
1,3,male,27.0,0,0,6.975,S,Southampton,True,0,1,1,2.076311648670908,Young Adult
0,3,male,31.0,0,0,7.775,S,Southampton,True,0,1,1,2.1719067693519296,Young Adult
0,1,male,39.0,0,0,0.0,S,Southampton,True,1,1,1,0.0,Adult
0,3,female,18.0,0,0,7.775,S,Southampton,True,0,1,1,2.1719067693519296,Teen
1,1,female,33.0,1,0,53.1,S,Southampton,False,1,2,0,3.9908341858524357,Young Adult
0,3,male,26.0,0,0,7.8875,S,Southampton,True,0,1,1,2.184645795129359,Young Adult
0,3,male,39.0,0,0,24.15,S,Southampton,True,0,1,1,3.224857896545748,Adult
0,2,male,35.0,0,0,10.5,S,Southampton,True,0,1,1,2.4423470353692043,Young Adult
0,3,female,6.0,4,2,31.275,S,Southampton,False,0,7,0,3.4742929367327062,Child
0,3,male,30.5,0,0,8.05,S,Southampton,True,0,1,1,2.2027647577118348,Young Adult
0,1,male,,0,0,0.0,S,Southampton,True,1,1,1,0.0,
0,3,female,23.0,0,0,7.925,S,Southampton,True,0,1,1,2.188856327665703,Young Adult
0,2,male,31.0,1,1,37.0042,C,Cherbourg,False,0,3,0,3.637696679934592,Young Adult
0,3,male,43.0,0,0,6.45,S,Southampton,True,0,1,1,2.0082140323914683,Adult
0,3,male,10.0,3,2,27.9,S,Southampton,False,0,6,0,3.3638415951183864,Child
1,1,female,52.0,1,1,93.5,S,Southampton,False,1,3,0,4.548599834499697,Adult
1,3,male,27.0,0,0,8.6625,S,Southampton,True,0,1,1,2.2682524139135403,Young Adult
0,1,male,38.0,0,0,0.0,S,Southampton,True,0,1,1,0.0,Adult
1,3,female,27.0,0,1,12.475,S,Southampton,False,1,2,0,2.600836116795061,Young Adult
0,3,male,2.0,4,1,39.6875,S,Southampton,False,0,6,0,3.705920919968788,Child
0,3,male,,0,0,6.95,Q,Queenstown,True,0,1,1,2.0731719286662407,
0,3,male,,0,0,56.4958,S,Southampton,True,0,1,1,4.05171190165724,
1,2,male,1.0,0,2,37.0042,C,Cherbourg,False,0,3,0,3.637696679934592,Child
1,3,male,,0,0,7.75,Q,Queenstown,True,0,1,1,2.169053700369523,
1,1,female,62.0,0,0,80.0,,,True,1,1,1,4.394449154672439,Senior
1,3,female,15.0,1,0,14.4542,C,Cherbourg,False,0,2,0,2.737880811060884,Teen
1,2,male,0.83,1,1,18.75,S,Southampton,False,0,3,0,2.9831534913471307,Child
0,3,male,23.0,0,0,7.8542,S,Southampton,True,0,1,1,2.180891922715322,Young Adult
0,3,male,18.0,0,0,8.3,S,Southampton,True,0,1,1,2.2300144001592104,Teen
1,1,female,39.0,1,1,83.1583,C,Cherbourg,False,1,3,0,4.432699549165613,Adult
0,3,male,21.0,0,0,8.6625,S,Southampton,True,0,1,1,2.2682524139135403,Young Adult
1,1,male,,0,0,29.7,C,Cherbourg,True,1,1,1,3.4242626545931514,
0,3,male,20.0,0,0,7.925,S,Southampton,True,0,1,1,2.188856327665703,Young Adult
0,2,male,16.0,0,0,10.5,S,Southampton,True,0,1,1,2.4423470353692043,Teen
1,1,female,30.0,0,0,31.0,C,Cherbourg,True,0,1,1,3.4657359027997265,Young Adult
0,3,male,34.5,0,0,6.4375,C,Cherbourg,True,0,1,1,2.006534770871748,Young Adult
0,3,male,42.0,0,0,7.55,S,Southampton,True,0,1,1,2.145931282948669,Adult
0,3,male,35.0,0,0,7.8958,C,Cherbourg,True,0,1,1,2.1855792552411137,Young Adult
0,2,male,28.0,0,1,33.0,S,Southampton,False,0,2,0,3.5263605246161616,Young Adult
1,1,female,,1,0,89.1042,C,Cherbourg,False,1,2,0,4.500966778400217,
0,3,male,4.0,4,2,31.275,S,Southampton,False,0,7,0,3.4742929367327062,Child
0,3,male,74.0,0,0,7.775,S,Southampton,True,0,1,1,2.1719067693519296,Senior
0,3,female,9.0,1,1,15.2458,C,Cherbourg,False,0,3,0,2.7878344138303452,Child
1,1,female,16.0,0,1,39.4,S,Southampton,False,1,2,0,3.6988297849671046,Teen
0,2,female,44.0,1,0,26.0,S,Southampton,False,0,2,0,3.295836866004329,Adult
1,3,female,18.0,0,1,9.35,S,Southampton,False,0,2,0,2.336986519711378,Teen
1,1,female,45.0,1,1,164.8667,S,Southampton,False,0,3,0,5.11118445372147,Adult
1,1,male,51.0,0,0,26.55,S,Southampton,True,1,1,1,3.3160025355989236,Adult
1,3,female,24.0,0,3,19.2583,C,Cherbourg,False,0,4,0,3.0085645861193133,Young Adult
0,3,male,41.0,2,0,14.1083,S,Southampton,False,0,3,0,2.7152442616824506,Adult
0,2,male,21.0,1,0,11.5,S,Southampton,False,0,2,0,2.5257286443082556,Young Adult
1,1,female,48.0,0,0,25.9292,S,Southampton,True,1,1,1,3.2932111997353943,Adult
0,2,male,24.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Young Adult
1,2,female,42.0,0,0,13.0,S,Southampton,True,0,1,1,2.6390573296152584,Adult
1,2,female,27.0,1,0,13.8583,C,Cherbourg,False,0,2,0,2.698558631668595,Young Adult
0,1,male,31.0,0,0,50.4958,S,Southampton,True,1,1,1,3.941500250945973,Young Adult
0,3,male,,0,0,9.5,S,Southampton,True,0,1,1,2.3513752571634776,
1,3,male,4.0,1,1,11.1333,S,Southampton,False,0,3,0,2.495953738718064,Child
1,1,female,47.0,1,1,52.5542,S,Southampton,False,1,3,0,3.9806942251907276,Adult
0,1,male,33.0,0,0,5.0,S,Southampton,True,1,1,1,1.791759469228055,Young Adult
0,3,male,47.0,0,0,9.0,S,Southampton,True,0,1,1,2.302585092994046,Adult
1,2,female,28.0,1,0,24.0,C,Cherbourg,False,0,2,0,3.2188758248682006,Young Adult
1,3,female,15.0,0,0,7.225,C,Cherbourg,True,0,1,1,2.1071782966514356,Teen
0,3,male,20.0,0,0,9.8458,S,Southampton,True,0,1,1,2.3837779082709782,Young Adult
1,1,female,56.0,0,1,83.1583,C,Cherbourg,False,1,2,0,4.432699549165613,Adult
1,2,female,25.0,0,1,26.0,S,Southampton,False,0,2,0,3.295836866004329,Young Adult
0,3,male,33.0,0,0,7.8958,S,Southampton,True,0,1,1,2.1855792552411137,Young Adult
0,3,female,22.0,0,0,10.5167,S,Southampton,True,0,1,1,2.4437981558973862,Young Adult
0,2,male,28.0,0,0,10.5,S,Southampton,True,0,1,1,2.4423470353692043,Young Adult
0,3,female,39.0,0,5,29.125,Q,Queenstown,False,0,6,0,3.405355391810819,Adult
1,1,female,19.0,0,0,30.0,S,Southampton,True,1,1,1,3.4339872044851463,Young Adult
0,3,female,,1,2,23.45,S,Southampton,False,0,4,0,3.196630215920881,
1,1,male,26.0,0,0,30.0,C,Cherbourg,True,1,1,1,3.4339872044851463,Young Adult
0,3,male,32.0,0,0,7.75,Q,Queenstown,True,0,1,1,2.169053700369523,Young Adult
